"Image_ID","Scene_Type","Objects_Detected","Bounding_Boxes","Confidence"
"IMG_235","Fire Scene","fire","fire:[639.0,393.0,734.0,483.0]","1.0"
"IMG_236","Fire Scene","fire","fire:[634.0,385.0,728.0,482.0]","1.0"
"IMG_237","Fire Scene","fire","fire:[636.0,391.0,732.0,483.0]","1.0"
"IMG_238","Fire Scene","fire","fire:[634.0,393.0,729.0,489.0]","1.0"
"IMG_239","Fire Scene","fire","fire:[636.0,396.0,733.0,485.0]","1.0"
"IMG_240","Fire Scene","fire","fire:[632.0,377.0,736.0,483.0]","1.0"
"IMG_241","Fire Scene","fire","fire:[630.0,370.0,732.0,490.0]","1.0"
"IMG_242","Fire Scene","fire","fire:[633.0,370.0,728.0,486.0]","1.0"
"IMG_243","Fire Scene","fire","fire:[636.0,395.0,738.0,480.0]","1.0"
"IMG_244","Fire Scene","fire","fire:[634.0,389.0,724.0,483.0]","1.0"
"IMG_245","Fire Scene","fire","fire:[641.0,397.0,728.0,481.0]","1.0"
"IMG_246","Fire Scene","fire","fire:[628.0,386.0,729.0,474.0]","1.0"
"IMG_247","Fire Scene","fire","fire:[635.0,366.0,723.0,483.0]","1.0"
"IMG_248","Fire Scene","fire","fire:[618.0,358.0,732.0,485.0]","1.0"
"IMG_249","Fire Scene","fire","fire:[632.0,392.0,737.0,480.0]","1.0"
"IMG_250","Fire Scene","fire","fire:[626.0,389.0,739.0,476.0]","1.0"
"IMG_251","Fire Scene","fire","fire:[1009.0,140.0,1113.0,281.0]","1.0"
"IMG_252","Fire Scene","fire","fire:[1011.0,135.0,1104.0,277.0]","1.0"
"IMG_253","Fire Scene","fire","fire:[987.0,140.0,1095.0,265.0]","1.0"
"IMG_254","Fire Scene","fire","fire:[997.0,114.0,1090.0,270.0]","1.0"
"IMG_255","Fire Scene","fire","fire:[1009.0,135.0,1118.0,279.0]","1.0"
"IMG_256","Fire Scene","fire","fire:[377.0,252.0,552.0,429.0]; fire:[528.0,94.0,613.0,230.0]; fire:[131.0,357.0,179.0,415.0]; fire:[240.0,7.0,359.0,125.0]; fire:[148.0,4.0,224.0,56.0]; fire:[37.0,43.0,85.0,76.0]; fire:[217.0,220.0,247.0,248.0]; fire:[143.0,281.0,181.0,326.0]; fire:[187.0,69.0,238.0,129.0]; fire:[621.0,269.0,648.0,303.0]","1.0"
"IMG_257","Fire Scene","fire","fire:[332.0,191.0,372.0,247.0]; fire:[236.0,204.0,305.0,268.0]; fire:[185.0,261.0,226.0,313.0]; fire:[314.0,255.0,351.0,309.0]; fire:[447.0,247.0,479.0,297.0]; fire:[487.0,238.0,552.0,268.0]; fire:[267.0,93.0,306.0,138.0]; fire:[419.0,178.0,437.0,207.0]; fire:[500.0,221.0,514.0,234.0]; fire:[318.0,73.0,340.0,91.0]","1.0"
"IMG_258","Fire Scene","fire","fire:[111.0,29.0,431.0,200.0]","1.0"
"IMG_259","Fire Scene","fire","fire:[527.0,153.0,576.0,218.0]; fire:[495.0,235.0,522.0,251.0]; fire:[534.0,279.0,581.0,299.0]; fire:[336.0,198.0,370.0,254.0]; fire:[284.0,208.0,332.0,275.0]; fire:[484.0,188.0,515.0,227.0]; fire:[516.0,375.0,537.0,397.0]; fire:[281.0,288.0,337.0,311.0]; fire:[407.0,297.0,430.0,319.0]; fire:[394.0,113.0,419.0,149.0]","1.0"
"IMG_260","Fire Scene","fire","fire:[434.0,112.0,628.0,378.0]; fire:[1.0,149.0,285.0,355.0]","1.0"
"IMG_261","Fire Scene","fire","fire:[1.0,1.0,404.0,531.0]","1.0"
"IMG_262","Fire Scene","fire","fire:[304.0,27.0,564.0,257.0]; fire:[124.0,121.0,265.0,307.0]","1.0"
"IMG_263","Fire Scene","fire","fire:[110.0,225.0,190.0,303.0]; fire:[299.0,241.0,377.0,294.0]; fire:[198.0,234.0,242.0,286.0]; fire:[307.0,307.0,339.0,338.0]; fire:[122.0,307.0,169.0,341.0]; fire:[1.0,215.0,34.0,267.0]; fire:[463.0,234.0,493.0,267.0]; fire:[396.0,260.0,411.0,317.0]; fire:[921.0,279.0,980.0,334.0]; fire:[822.0,72.0,893.0,112.0]","1.0"
"IMG_264","Fire Scene","fire","fire:[401.0,130.0,482.0,375.0]; fire:[481.0,173.0,533.0,251.0]; fire:[540.0,200.0,629.0,238.0]","1.0"
"IMG_265","Fire Scene","fire","fire:[613.0,190.0,639.0,255.0]","1.0"
"IMG_266","Fire Scene","fire","fire:[269.0,280.0,331.0,331.0]; fire:[266.0,213.0,325.0,257.0]; fire:[414.0,245.0,501.0,280.0]; fire:[568.0,251.0,633.0,280.0]; fire:[514.0,177.0,561.0,212.0]; fire:[429.0,327.0,497.0,361.0]; fire:[381.0,229.0,418.0,263.0]; fire:[353.0,156.0,398.0,173.0]; fire:[638.0,123.0,651.0,149.0]; fire:[332.0,212.0,367.0,254.0]","1.0"
"IMG_267","Fire Scene","fire","fire:[417.0,1.0,657.0,288.0]; fire:[554.0,332.0,611.0,392.0]; fire:[702.0,126.0,715.0,278.0]; fire:[502.0,291.0,531.0,341.0]; fire:[642.0,315.0,689.0,339.0]","1.0"
"IMG_268","Fire Scene","fire","fire:[339.0,245.0,389.0,317.0]; fire:[406.0,236.0,473.0,322.0]; fire:[90.0,189.0,193.0,313.0]; fire:[113.0,7.0,226.0,143.0]; fire:[241.0,138.0,281.0,157.0]; fire:[212.0,86.0,254.0,129.0]; fire:[503.0,241.0,605.0,323.0]","1.0"
"IMG_269","Fire Scene","fire","fire:[125.0,170.0,499.0,304.0]; fire:[61.0,228.0,135.0,353.0]; fire:[50.0,55.0,73.0,79.0]; fire:[61.0,130.0,92.0,158.0]; fire:[69.0,75.0,90.0,91.0]; fire:[186.0,124.0,263.0,165.0]","1.0"
"IMG_270","Fire Scene","fire","fire:[242.0,241.0,351.0,320.0]; fire:[148.0,252.0,181.0,279.0]; fire:[109.0,284.0,136.0,313.0]; fire:[149.0,315.0,172.0,338.0]; fire:[305.0,348.0,316.0,369.0]; fire:[87.0,308.0,97.0,319.0]","1.0"
"IMG_271","Fire Scene","fire","fire:[275.0,135.0,309.0,195.0]; fire:[328.0,106.0,362.0,137.0]; fire:[64.0,142.0,113.0,206.0]; fire:[164.0,91.0,251.0,158.0]; fire:[52.0,175.0,186.0,258.0]; fire:[316.0,122.0,476.0,276.0]; fire:[522.0,130.0,610.0,221.0]; fire:[477.0,290.0,520.0,336.0]; fire:[405.0,286.0,459.0,321.0]; fire:[272.0,214.0,306.0,238.0]","1.0"
"IMG_272","Fire Scene","fire","fire:[744.0,99.0,864.0,157.0]; fire:[665.0,117.0,711.0,163.0]; fire:[806.0,161.0,827.0,199.0]; fire:[854.0,181.0,883.0,215.0]; fire:[8.0,265.0,32.0,326.0]; fire:[363.0,106.0,459.0,139.0]; fire:[377.0,229.0,408.0,266.0]; fire:[297.0,157.0,323.0,200.0]; fire:[193.0,280.0,226.0,305.0]; fire:[108.0,240.0,162.0,273.0]","1.0"
"IMG_273","Fire Scene","fire","fire:[155.0,102.0,196.0,142.0]; fire:[212.0,99.0,259.0,131.0]","1.0"
"IMG_274","Fire Scene","fire","fire:[257.0,251.0,284.0,290.0]","1.0"
"IMG_275","Fire Scene","fire","fire:[359.0,291.0,389.0,334.0]","1.0"
"IMG_276","Fire Scene","fire","fire:[324.0,301.0,420.0,403.0]","1.0"
"IMG_277","Fire Scene","fire","fire:[248.0,369.0,379.0,462.0]; fire:[734.0,359.0,821.0,438.0]; fire:[965.0,211.0,1006.0,379.0]; fire:[859.0,367.0,919.0,425.0]; fire:[729.0,484.0,808.0,545.0]; fire:[1.0,337.0,81.0,414.0]; fire:[548.0,366.0,658.0,471.0]; fire:[954.0,93.0,1022.0,151.0]; fire:[914.0,26.0,976.0,78.0]","1.0"
"IMG_278","Fire Scene","fire","fire:[249.0,1.0,361.0,158.0]; fire:[1.0,1.0,225.0,172.0]; fire:[124.0,211.0,172.0,263.0]","1.0"
"IMG_279","Fire Scene","fire","fire:[1.0,160.0,193.0,441.0]; fire:[338.0,260.0,451.0,387.0]; fire:[364.0,409.0,397.0,459.0]; fire:[1.0,435.0,15.0,491.0]; fire:[221.0,371.0,323.0,427.0]","1.0"
"IMG_280","Fire Scene","fire","fire:[273.0,186.0,301.0,226.0]; fire:[312.0,172.0,365.0,221.0]","1.0"
"IMG_281","Fire Scene","fire","fire:[101.0,1.0,932.0,600.0]; fire:[1.0,432.0,76.0,600.0]","1.0"
"IMG_282","Fire Scene","fire","fire:[360.0,125.0,528.0,235.0]; fire:[183.0,211.0,262.0,241.0]; fire:[575.0,165.0,621.0,197.0]; fire:[548.0,169.0,568.0,187.0]; fire:[430.0,101.0,453.0,118.0]","1.0"
"IMG_283","Fire Scene","fire","fire:[220.0,799.0,775.0,1165.0]; fire:[134.0,217.0,729.0,610.0]","1.0"
"IMG_284","Fire Scene","fire","fire:[201.0,247.0,268.0,328.0]; fire:[350.0,230.0,376.0,294.0]; fire:[207.0,163.0,282.0,219.0]; fire:[325.0,141.0,413.0,226.0]; fire:[270.0,311.0,301.0,331.0]","1.0"
"IMG_285","Fire Scene","fire","fire:[1.0,1.0,959.0,504.0]","1.0"
"IMG_286","Fire Scene","fire","fire:[388.0,134.0,669.0,330.0]; fire:[319.0,101.0,372.0,172.0]; fire:[278.0,197.0,307.0,230.0]; fire:[116.0,308.0,169.0,350.0]; fire:[46.0,336.0,68.0,350.0]; fire:[300.0,211.0,347.0,231.0]","1.0"
"IMG_287","Fire Scene","fire","fire:[251.0,53.0,339.0,155.0]; fire:[228.0,173.0,389.0,236.0]","1.0"
"IMG_288","Fire Scene","fire","fire:[418.0,86.0,482.0,159.0]; fire:[503.0,86.0,555.0,158.0]; fire:[315.0,226.0,384.0,240.0]; fire:[377.0,138.0,404.0,152.0]","1.0"
"IMG_289","Fire Scene","fire","fire:[345.0,148.0,555.0,307.0]; fire:[29.0,24.0,207.0,257.0]","1.0"
"IMG_290","Fire Scene","fire","fire:[3.0,1.0,797.0,451.0]","1.0"
"IMG_291","Fire Scene","fire","fire:[40.0,334.0,95.0,368.0]; fire:[8.0,1.0,238.0,335.0]; fire:[354.0,272.0,381.0,300.0]; fire:[516.0,164.0,550.0,188.0]; fire:[598.0,176.0,615.0,188.0]; fire:[219.0,376.0,367.0,443.0]","1.0"
"IMG_292","Fire Scene","fire","fire:[173.0,127.0,400.0,373.0]; fire:[171.0,2.0,257.0,36.0]; fire:[399.0,243.0,433.0,269.0]; fire:[451.0,319.0,495.0,368.0]; fire:[395.0,338.0,431.0,358.0]; fire:[401.0,186.0,433.0,213.0]; fire:[440.0,301.0,483.0,318.0]; fire:[431.0,326.0,451.0,341.0]","1.0"
"IMG_293","Fire Scene","fire","fire:[88.0,116.0,165.0,275.0]; fire:[297.0,48.0,442.0,161.0]; fire:[272.0,189.0,448.0,272.0]; fire:[170.0,204.0,239.0,262.0]; fire:[250.0,192.0,276.0,218.0]","1.0"
"IMG_294","Fire Scene","fire","fire:[304.0,160.0,325.0,231.0]; fire:[301.0,89.0,333.0,115.0]; fire:[188.0,230.0,233.0,270.0]; fire:[254.0,226.0,285.0,260.0]; fire:[85.0,244.0,132.0,290.0]","1.0"
"IMG_295","Fire Scene","fire","fire:[455.0,140.0,552.0,217.0]; fire:[631.0,358.0,655.0,378.0]; fire:[452.0,293.0,480.0,341.0]; fire:[496.0,299.0,528.0,344.0]; fire:[452.0,233.0,480.0,270.0]; fire:[379.0,218.0,397.0,238.0]; fire:[319.0,229.0,335.0,244.0]","1.0"
"IMG_296","Fire Scene","fire","fire:[102.0,1053.0,220.0,1127.0]; fire:[1986.0,978.0,2117.0,1037.0]; fire:[2307.0,945.0,2397.0,1014.0]; fire:[261.0,1060.0,297.0,1104.0]; fire:[440.0,1066.0,476.0,1099.0]; fire:[1474.0,1014.0,1697.0,1058.0]; fire:[2127.0,963.0,2227.0,1017.0]; fire:[589.0,1068.0,610.0,1096.0]; fire:[927.0,1068.0,999.0,1094.0]; fire:[1245.0,1009.0,1317.0,1035.0]","1.0"
"IMG_297","Fire Scene","fire","fire:[243.0,42.0,373.0,327.0]; fire:[372.0,16.0,420.0,54.0]","1.0"
"IMG_298","Fire Scene","fire","fire:[460.0,209.0,485.0,228.0]","1.0"
"IMG_299","Fire Scene","fire","fire:[123.0,127.0,316.0,211.0]; fire:[263.0,196.0,325.0,270.0]; fire:[220.0,266.0,315.0,328.0]","1.0"
"IMG_300","Fire Scene","fire","fire:[977.0,238.0,1101.0,384.0]; fire:[1047.0,402.0,1136.0,482.0]","1.0"
"IMG_301","Fire Scene","fire","fire:[719.0,76.0,1177.0,538.0]; fire:[0.0,654.0,117.0,1026.0]; fire:[385.0,824.0,561.0,950.0]","1.0"
"IMG_302","Fire Scene","fire","fire:[963.0,180.0,1094.0,334.0]; fire:[1039.0,386.0,1139.0,486.0]","1.0"
"IMG_303","Fire Scene","fire","fire:[973.0,168.0,1132.0,470.0]","1.0"
"IMG_304","Fire Scene","fire","fire:[945.0,168.0,1111.0,468.0]","1.0"
"IMG_305","Fire Scene","fire","fire:[963.0,186.0,1117.0,476.0]","1.0"
"IMG_306","Fire Scene","fire","fire:[973.0,204.0,1074.0,373.0]; fire:[1051.0,380.0,1124.0,473.0]","1.0"
"IMG_307","Fire Scene","fire","fire:[965.0,160.0,1122.0,465.0]","1.0"
"IMG_308","Fire Scene","fire","fire:[961.0,196.0,1118.0,462.0]","1.0"
"IMG_309","Fire Scene","fire","fire:[979.0,214.0,1132.0,484.0]","1.0"
"IMG_310","Fire Scene","fire","fire:[952.0,176.0,1115.0,474.0]","1.0"
"IMG_311","Fire Scene","fire","fire:[959.0,158.0,1122.0,475.0]","1.0"
"IMG_312","Fire Scene","fire","fire:[971.0,206.0,1121.0,475.0]","1.0"
"IMG_313","Fire Scene","fire","fire:[961.0,128.0,1111.0,460.0]","1.0"
"IMG_314","Fire Scene","fire","fire:[953.0,136.0,1124.0,468.0]","1.0"
"IMG_315","Fire Scene","fire","fire:[957.0,144.0,1122.0,467.0]","1.0"
"IMG_316","Fire Scene","fire","fire:[959.0,170.0,1126.0,470.0]","1.0"
"IMG_317","Fire Scene","fire","fire:[945.0,120.0,1127.0,470.0]","1.0"
"IMG_318","Fire Scene","fire","fire:[939.0,96.0,1115.0,464.0]","1.0"
"IMG_319","Fire Scene","fire","fire:[951.0,106.0,1121.0,465.0]","1.0"
"IMG_320","Fire Scene","fire","fire:[951.0,90.0,1118.0,475.0]","1.0"
"IMG_321","Fire Scene","fire","fire:[949.0,160.0,1121.0,462.0]","1.0"
"IMG_322","Fire Scene","fire","fire:[957.0,88.0,1121.0,462.0]","1.0"
"IMG_323","Fire Scene","fire","fire:[979.0,228.0,1120.0,472.0]","1.0"
"IMG_324","Fire Scene","fire","fire:[961.0,140.0,1124.0,468.0]","1.0"
"IMG_325","Fire Scene","fire","fire:[947.0,150.0,1121.0,481.0]","1.0"
"IMG_326","Fire Scene","fire","fire:[953.0,112.0,1119.0,464.0]","1.0"
"IMG_327","Fire Scene","fire","fire:[943.0,138.0,1122.0,477.0]","1.0"
"IMG_328","Fire Scene","fire","fire:[961.0,154.0,1143.0,468.0]","1.0"
"IMG_329","Fire Scene","fire","fire:[941.0,118.0,1123.0,478.0]","1.0"
"IMG_330","Fire Scene","fire","fire:[941.0,120.0,1117.0,479.0]","1.0"
"IMG_331","Fire Scene","fire","fire:[935.0,92.0,1110.0,464.0]","1.0"
"IMG_332","Fire Scene","fire","fire:[937.0,112.0,1122.0,465.0]","1.0"
"IMG_333","Fire Scene","fire","fire:[941.0,106.0,1118.0,467.0]","1.0"
"IMG_334","Fire Scene","fire","fire:[977.0,244.0,1083.0,391.0]; fire:[1061.0,404.0,1120.0,470.0]","1.0"
"IMG_335","Fire Scene","fire","fire:[935.0,86.0,1125.0,474.0]","1.0"
"IMG_336","Fire Scene","fire","fire:[943.0,78.0,1122.0,470.0]","1.0"
"IMG_337","Fire Scene","fire","fire:[945.0,122.0,1121.0,468.0]","1.0"
"IMG_338","Fire Scene","fire","fire:[919.0,78.0,1110.0,459.0]","1.0"
"IMG_339","Fire Scene","fire","fire:[889.0,118.0,1122.0,484.0]","1.0"
"IMG_340","Fire Scene","fire","fire:[891.0,94.0,1125.0,471.0]","1.0"
"IMG_341","Fire Scene","fire","fire:[901.0,106.0,1115.0,483.0]","1.0"
"IMG_342","Fire Scene","fire","fire:[905.0,52.0,1129.0,477.0]","1.0"
"IMG_343","Fire Scene","fire","fire:[891.0,24.0,1114.0,473.0]","1.0"
"IMG_344","Fire Scene","fire","fire:[899.0,78.0,1119.0,467.0]","1.0"
"IMG_345","Fire Scene","fire","fire:[961.0,230.0,1105.0,380.0]; fire:[1055.0,402.0,1131.0,479.0]","1.0"
"IMG_346","Fire Scene","fire","fire:[873.0,22.0,1141.0,473.0]","1.0"
"IMG_347","Fire Scene","fire","fire:[885.0,82.0,1130.0,481.0]","1.0"
"IMG_348","Fire Scene","fire","fire:[869.0,42.0,1122.0,468.0]","1.0"
"IMG_349","Fire Scene","fire","fire:[885.0,60.0,1129.0,468.0]","1.0"
"IMG_350","Fire Scene","fire","fire:[851.0,100.0,1108.0,465.0]","1.0"
"IMG_351","Fire Scene","fire","fire:[821.0,94.0,1130.0,474.0]","1.0"
"IMG_352","Fire Scene","fire","fire:[833.0,94.0,1127.0,475.0]","1.0"
"IMG_353","Fire Scene","fire","fire:[873.0,70.0,1121.0,481.0]","1.0"
"IMG_354","Fire Scene","fire","fire:[863.0,52.0,1119.0,473.0]","1.0"
"IMG_355","Fire Scene","fire","fire:[869.0,72.0,1134.0,491.0]","1.0"
"IMG_356","Fire Scene","fire","fire:[955.0,208.0,1088.0,389.0]; fire:[1049.0,408.0,1127.0,482.0]","1.0"
"IMG_357","Fire Scene","fire","fire:[891.0,88.0,1273.0,473.0]","1.0"
"IMG_358","Fire Scene","fire","fire:[833.0,84.0,1136.0,489.0]","1.0"
"IMG_359","Fire Scene","fire","fire:[857.0,80.0,1125.0,486.0]","1.0"
"IMG_360","Fire Scene","fire","fire:[901.0,100.0,1131.0,478.0]","1.0"
"IMG_361","Fire Scene","fire","fire:[899.0,64.0,1141.0,479.0]","1.0"
"IMG_362","Fire Scene","fire","fire:[881.0,46.0,1130.0,486.0]","1.0"
"IMG_363","Fire Scene","fire","fire:[881.0,92.0,1126.0,479.0]","1.0"
"IMG_364","Fire Scene","fire","fire:[831.0,30.0,1135.0,488.0]","1.0"
"IMG_365","Fire Scene","fire","fire:[887.0,114.0,1132.0,483.0]","1.0"
"IMG_366","Fire Scene","fire","fire:[869.0,56.0,1129.0,480.0]","1.0"
"IMG_367","Fire Scene","fire","fire:[975.0,240.0,1118.0,467.0]","1.0"
"IMG_368","Fire Scene","fire","fire:[887.0,142.0,1154.0,492.0]","1.0"
"IMG_369","Fire Scene","fire","fire:[895.0,78.0,1129.0,481.0]","1.0"
"IMG_370","Fire Scene","fire","fire:[893.0,32.0,1130.0,470.0]","1.0"
"IMG_371","Fire Scene","fire","fire:[855.0,82.0,1215.0,494.0]","1.0"
"IMG_372","Fire Scene","fire","fire:[901.0,104.0,1185.0,486.0]","1.0"
"IMG_373","Fire Scene","fire","fire:[873.0,154.0,1186.0,478.0]","1.0"
"IMG_374","Fire Scene","fire","fire:[875.0,42.0,1223.0,502.0]","1.0"
"IMG_375","Fire Scene","fire","fire:[867.0,148.0,1178.0,489.0]; fire:[1501.0,588.0,1920.0,1065.0]","1.0"
"IMG_376","Fire Scene","fire","fire:[889.0,128.0,1209.0,492.0]","1.0"
"IMG_377","Fire Scene","fire","fire:[987.0,220.0,1114.0,467.0]","1.0"
"IMG_378","Fire Scene","fire","fire:[865.0,134.0,1174.0,483.0]","1.0"
"IMG_379","Fire Scene","fire","fire:[841.0,76.0,1170.0,479.0]; fire:[1473.0,558.0,1920.0,1073.0]","1.0"
"IMG_380","Fire Scene","fire","fire:[911.0,158.0,1220.0,492.0]","1.0"
"IMG_381","Fire Scene","fire","fire:[871.0,150.0,1198.0,489.0]; fire:[1515.0,570.0,1915.0,1062.0]","1.0"
"IMG_382","Fire Scene","fire","fire:[857.0,154.0,1263.0,505.0]; fire:[1483.0,562.0,1915.0,1051.0]","1.0"
"IMG_383","Fire Scene","fire","fire:[827.0,104.0,1244.0,489.0]","1.0"
"IMG_384","Fire Scene","fire","fire:[809.0,150.0,1243.0,500.0]; fire:[697.0,312.0,736.0,362.0]; fire:[757.0,376.0,799.0,414.0]; fire:[705.0,406.0,732.0,424.0]; fire:[1487.0,552.0,1920.0,1064.0]","1.0"
"IMG_385","Fire Scene","fire","fire:[805.0,164.0,1244.0,489.0]","1.0"
"IMG_386","Fire Scene","fire","fire:[781.0,160.0,1274.0,512.0]; fire:[744.0,368.0,801.0,415.0]; fire:[701.0,408.0,724.0,424.0]; fire:[1489.0,564.0,1920.0,1080.0]","1.0"
"IMG_387","Fire Scene","fire","fire:[797.0,164.0,1266.0,497.0]","1.0"
"IMG_388","Fire Scene","fire","fire:[979.0,212.0,1094.0,389.0]; fire:[1053.0,390.0,1123.0,469.0]","1.0"
"IMG_389","Fire Scene","fire","fire:[15.0,664.0,78.0,745.0]","1.0"
"IMG_390","Fire Scene","fire","fire:[781.0,110.0,1273.0,496.0]; fire:[0.0,680.0,72.0,755.0]","1.0"
"IMG_391","Fire Scene","fire","fire:[727.0,156.0,1199.0,504.0]; fire:[1411.0,626.0,1920.0,1025.0]","1.0"
"IMG_392","Fire Scene","fire","fire:[799.0,174.0,1239.0,512.0]; fire:[0.0,682.0,97.0,884.0]; fire:[423.0,804.0,550.0,961.0]","1.0"
"IMG_393","Fire Scene","fire","fire:[749.0,122.0,1297.0,535.0]; fire:[0.0,658.0,91.0,916.0]; fire:[409.0,834.0,531.0,957.0]","1.0"
"IMG_394","Fire Scene","fire","fire:[691.0,46.0,1275.0,538.0]; fire:[0.0,632.0,81.0,980.0]; fire:[401.0,826.0,540.0,969.0]","1.0"
"IMG_395","Fire Scene","fire","fire:[711.0,134.0,1277.0,543.0]; fire:[0.0,636.0,95.0,980.0]; fire:[395.0,820.0,545.0,960.0]","1.0"
"IMG_396","Fire Scene","fire","fire:[699.0,80.0,1258.0,542.0]; fire:[389.0,832.0,540.0,958.0]","1.0"
"IMG_397","Fire Scene","fire","fire:[737.0,128.0,1172.0,545.0]; fire:[0.0,656.0,94.0,1003.0]; fire:[419.0,832.0,539.0,968.0]","1.0"
"IMG_398","Fire Scene","fire","fire:[967.0,218.0,1126.0,472.0]","1.0"
"IMG_399","Fire Scene","fire","fire:[524.0,202.0,569.0,249.0]; fire:[378.0,188.0,429.0,246.0]; fire:[101.0,190.0,173.0,245.0]; fire:[24.0,231.0,70.0,291.0]; fire:[180.0,261.0,207.0,289.0]; fire:[318.0,270.0,362.0,293.0]; fire:[261.0,222.0,298.0,244.0]; fire:[256.0,190.0,288.0,216.0]; fire:[456.0,269.0,482.0,285.0]; fire:[612.0,244.0,636.0,270.0]","1.0"
"IMG_400","Fire Scene","fire","fire:[1.0,449.0,2295.0,1114.0]","1.0"
"IMG_401","Fire Scene","fire","fire:[339.0,408.0,530.0,568.0]; fire:[222.0,269.0,285.0,354.0]; fire:[170.0,459.0,228.0,503.0]; fire:[672.0,391.0,719.0,504.0]; fire:[198.0,402.0,228.0,444.0]; fire:[306.0,412.0,334.0,510.0]; fire:[275.0,428.0,295.0,459.0]","1.0"
"IMG_402","Fire Scene","fire","fire:[308.0,50.0,615.0,238.0]; fire:[1.0,275.0,62.0,339.0]; fire:[136.0,280.0,266.0,318.0]; fire:[142.0,245.0,176.0,273.0]; fire:[78.0,253.0,137.0,296.0]; fire:[277.0,288.0,292.0,309.0]","1.0"
"IMG_403","Fire Scene","fire","fire:[193.0,173.0,216.0,193.0]; fire:[354.0,62.0,402.0,121.0]; fire:[319.0,128.0,377.0,226.0]","1.0"
"IMG_404","Fire Scene","fire","fire:[676.0,3.0,859.0,168.0]; fire:[407.0,515.0,456.0,602.0]; fire:[483.0,557.0,521.0,625.0]; fire:[280.0,537.0,329.0,584.0]; fire:[665.0,517.0,742.0,578.0]; fire:[563.0,554.0,620.0,598.0]; fire:[600.0,488.0,642.0,533.0]; fire:[747.0,526.0,812.0,577.0]; fire:[852.0,444.0,1047.0,576.0]; fire:[864.0,744.0,886.0,767.0]","1.0"
"IMG_405","Accident Scene","fire","fire:[1.0,83.0,44.0,164.0]; fire:[116.0,78.0,224.0,162.0]; fire:[306.0,116.0,360.0,158.0]","1.0"
"IMG_406","Fire Scene","fire","fire:[36.0,143.0,225.0,419.0]; fire:[217.0,3.0,488.0,335.0]","1.0"
"IMG_407","Fire Scene","fire","fire:[356.0,6.0,516.0,342.0]; fire:[286.0,274.0,318.0,367.0]; fire:[119.0,172.0,248.0,298.0]; fire:[241.0,1.0,309.0,97.0]; fire:[337.0,402.0,441.0,434.0]; fire:[238.0,299.0,264.0,317.0]; fire:[186.0,113.0,211.0,150.0]; fire:[493.0,362.0,518.0,422.0]","1.0"
"IMG_408","Fire Scene","fire","fire:[461.0,145.0,590.0,248.0]; fire:[351.0,222.0,425.0,273.0]; fire:[369.0,63.0,458.0,109.0]","1.0"
"IMG_409","Fire Scene","fire","fire:[305.0,143.0,383.0,305.0]; fire:[463.0,153.0,519.0,175.0]","1.0"
"IMG_410","Fire Scene","fire","fire:[43.0,58.0,284.0,218.0]; fire:[307.0,140.0,321.0,157.0]; fire:[339.0,167.0,346.0,188.0]","1.0"
"IMG_411","Fire Scene","fire","fire:[191.0,103.0,319.0,161.0]; fire:[316.0,260.0,377.0,325.0]; fire:[214.0,266.0,263.0,344.0]; fire:[221.0,339.0,311.0,411.0]; fire:[461.0,102.0,525.0,139.0]","1.0"
"IMG_412","Fire Scene","fire","fire:[264.0,258.0,341.0,308.0]","1.0"
"IMG_413","Fire Scene","fire","fire:[1.0,1.0,419.0,254.0]","1.0"
"IMG_414","Fire Scene","fire","fire:[317.0,188.0,558.0,268.0]","1.0"
"IMG_415","Fire Scene","fire","fire:[261.0,57.0,382.0,183.0]","1.0"
"IMG_416","Fire Scene","fire","fire:[237.0,348.0,332.0,401.0]; fire:[589.0,173.0,710.0,253.0]; fire:[814.0,225.0,883.0,275.0]; fire:[889.0,292.0,955.0,327.0]; fire:[1133.0,275.0,1167.0,301.0]; fire:[1176.0,267.0,1209.0,293.0]; fire:[968.0,309.0,999.0,341.0]; fire:[1009.0,276.0,1046.0,297.0]; fire:[1009.0,313.0,1068.0,340.0]; fire:[788.0,304.0,844.0,343.0]","1.0"
"IMG_417","Fire Scene","fire","fire:[271.0,1.0,544.0,250.0]","1.0"
"IMG_418","Fire Scene","fire","fire:[157.0,158.0,243.0,232.0]; fire:[467.0,130.0,486.0,146.0]; fire:[332.0,165.0,347.0,177.0]; fire:[301.0,161.0,318.0,171.0]","1.0"
"IMG_419","Fire Scene","fire","fire:[70.0,247.0,138.0,269.0]; fire:[21.0,210.0,94.0,236.0]; fire:[556.0,229.0,603.0,275.0]; fire:[456.0,227.0,503.0,262.0]; fire:[721.0,185.0,754.0,212.0]; fire:[540.0,182.0,574.0,207.0]; fire:[424.0,176.0,456.0,198.0]; fire:[461.0,203.0,487.0,223.0]; fire:[674.0,181.0,686.0,197.0]; fire:[691.0,192.0,698.0,205.0]","1.0"
"IMG_420","Fire Scene","fire","fire:[591.0,477.0,723.0,564.0]; fire:[53.0,500.0,103.0,526.0]; fire:[725.0,372.0,814.0,439.0]","1.0"
"IMG_421","Fire Scene","fire","fire:[181.0,1.0,430.0,360.0]","1.0"
"IMG_422","Fire Scene","fire","fire:[358.0,216.0,965.0,477.0]","1.0"
"IMG_423","Fire Scene","fire","fire:[309.0,625.0,448.0,737.0]","1.0"
"IMG_424","Fire Scene","fire","fire:[316.0,610.0,431.0,742.0]","1.0"
